Tag|Name|Keyword|VR|VM|Status
00189554|DetectorZPositionToIsocenter|Detector​ZPosition​To​Isocenter|FD|1|
00189555|X-RayGridSequence|XRay​Grid​Sequence|SQ|1|
00189556|X-RayFilterSequence|XRay​Filter​Sequence|SQ|1|
00189557|DetectorActiveAreaTlhcPosition|Detector​Active​Area​TLHCPosition|FD|3|
00189558|DetectorActiveAreaOrientation|Detector​Active​Area​Orientation|FD|6|
00189559|PositionerPrimaryAngleDirection|Positioner​Primary​Angle​Direction|CS|1|
00189601|DiffusionB-MatrixSequence|Diffusion​B​Matrix​Sequence|SQ|1|
00189602|DiffusionB-ValueXx|Diffusion​B​Value​XX|FD|1|
00189603|DiffusionB-ValueXy|Diffusion​B​Value​XY|FD|1|
00189604|DiffusionB-ValueXz|Diffusion​B​Value​XZ|FD|1|
00189605|DiffusionB-ValueYy|Diffusion​B​Value​YY|FD|1|
00189606|DiffusionB-ValueYz|Diffusion​B​Value​YZ|FD|1|
00189607|DiffusionB-ValueZz|Diffusion​B​Value​ZZ|FD|1|
00189621|FunctionalMrSequence|Functional​MR​Sequence|SQ|1|
00189622|FunctionalSettlingPhaseFramesPresent|Functional​Settling​Phase​Frames​Present|CS|1|
00189623|FunctionalSyncPulse|Functional​Sync​Pulse|DT|1|
00189624|SettlingPhaseFrame|Settling​Phase​Frame|CS|1|
00189701|DecayCorrectionDatetime|Decay​Correction​Date​Time|DT|1|
00189715|StartDensityThreshold|Start​Density​Threshold|FD|1|
00189716|StartRelativeDensityDifferenceThreshold|Start​Relative​Density​Difference​Threshold|FD|1|
00189717|StartCardiacTriggerCountThreshold|Start​Cardiac​Trigger​Count​Threshold|FD|1|
00189718|StartRespiratoryTriggerCountThreshold|Start​Respiratory​Trigger​Count​Threshold|FD|1|
00189719|TerminationCountsThreshold|Termination​Counts​Threshold|FD|1|
00189720|TerminationDensityThreshold|Termination​Density​Threshold|FD|1|
00189721|TerminationRelativeDensityThreshold|Termination​Relative​Density​Threshold|FD|1|
00189722|TerminationTimeThreshold|Termination​Time​Threshold|FD|1|
00189723|TerminationCardiacTriggerCountThreshold|Termination​Cardiac​Trigger​Count​Threshold|FD|1|
00189724|TerminationRespiratoryTriggerCountThreshold|Termination​Respiratory​Trigger​Count​Threshold|FD|1|
00189725|DetectorGeometry|Detector​Geometry|CS|1|
00189726|TransverseDetectorSeparation|Transverse​Detector​Separation|FD|1|
00189727|AxialDetectorDimension|Axial​Detector​Dimension|FD|1|
00189729|RadiopharmaceuticalAgentNumber|Radio​pharmaceutical​Agent​Number|US|1|
00189732|PetFrameAcquisitionSequence|PET​Frame​Acquisition​Sequence|SQ|1|
00189733|PetDetectorMotionDetailsSequence|PET​Detector​Motion​Details​Sequence|SQ|1|
00189734|PetTableDynamicsSequence|PET​Table​Dynamics​Sequence|SQ|1|
00189735|PetPositionSequence|PET​Position​Sequence|SQ|1|
00189736|PetFrameCorrectionFactorsSequence|PET​Frame​Correction​Factors​Sequence|SQ|1|
00189737|RadiopharmaceuticalUsageSequence|Radio​pharmaceutical​Usage​Sequence|SQ|1|
00189738|AttenuationCorrectionSource|Attenuation​Correction​Source|CS|1|
00189739|NumberOfIterations|Number​Of​Iterations|US|1|
00189740|NumberOfSubsets|Number​Of​Subsets|US|1|
00189749|PetReconstructionSequence|PET​Reconstruction​Sequence|SQ|1|
00189751|PetFrameTypeSequence|PET​Frame​Type​Sequence|SQ|1|
00189755|TimeOfFlightInformationUsed|Time​Of​Flight​Information​Used|CS|1|
00189756|ReconstructionType|Reconstruction​Type|CS|1|
00189758|DecayCorrected|Decay​Corrected|CS|1|
00189759|AttenuationCorrected|Attenuation​Corrected|CS|1|
00189760|ScatterCorrected|Scatter​Corrected|CS|1|
00189761|DeadTimeCorrected|Dead​Time​Corrected|CS|1|
00189762|GantryMotionCorrected|Gantry​Motion​Corrected|CS|1|
00189763|PatientMotionCorrected|Patient​Motion​Corrected|CS|1|
00189764|CountLossNormalizationCorrected|Count​Loss​Normalization​Corrected|CS|1|
00189765|RandomsCorrected|Randoms​Corrected|CS|1|
00189766|Non-UniformRadialSamplingCorrected|Non​Uniform​Radial​Sampling​Corrected|CS|1|
00189767|SensitivityCalibrated|Sensitivity​Calibrated|CS|1|
00189768|DetectorNormalizationCorrection|Detector​Normalization​Correction|CS|1|
00189769|IterativeReconstructionMethod|Iterative​Reconstruction​Method|CS|1|
00189770|AttenuationCorrectionTemporalRelationship|Attenuation​Correction​Temporal​Relationship|CS|1|
00189771|PatientPhysiologicalStateSequence|Patient​Physiological​State​Sequence|SQ|1|
00189772|PatientPhysiologicalStateCodeSequence|Patient​Physiological​State​Code​Sequence|SQ|1|
00189801|Depth(S)OfFocus|Depths​Of​Focus|FD|1-n|
00189803|ExcludedIntervalsSequence|Excluded​Intervals​Sequence|SQ|1|
00189804|ExclusionStartDatetime|Exclusion​Start​Date​Time|DT|1|
00189805|ExclusionDuration|Exclusion​Duration|FD|1|
00189806|UsImageDescriptionSequence|US​Image​Description​Sequence|SQ|1|
00189807|ImageDataTypeSequence|Image​Data​Type​Sequence|SQ|1|
00189808|DataType|Data​Type|CS|1|
00189809|TransducerScanPatternCodeSequence|Transducer​Scan​Pattern​Code​Sequence|SQ|1|
0018980B|AliasedDataType|Aliased​Data​Type|CS|1|
0018980C|PositionMeasuringDeviceUsed|Position​Measuring​Device​Used|CS|1|
0018980D|TransducerGeometryCodeSequence|Transducer​Geometry​Code​Sequence|SQ|1|
0018980E|TransducerBeamSteeringCodeSequence|Transducer​Beam​Steering​Code​Sequence|SQ|1|
0018980F|TransducerApplicationCodeSequence|Transducer​Application​Code​Sequence|SQ|1|
00189810|ZeroVelocityPixelValue|Zero​Velocity​Pixel​Value|US or SS|1|
00189900|ReferenceLocationLabel|Reference​Location​L​abel|LO|1|
00189901|ReferenceLocationDescription|Reference​Location​Description|UT|1|
00189902|ReferenceBasisCodeSequence|Reference​Basis​Code​Sequence|SQ|1|
00189903|ReferenceGeometryCodeSequence|Reference​Geometry​Code​Sequence|SQ|1|
00189904|OffsetDistance|Offset​Distance|DS|1|
00189905|OffsetDirection|Offset​Direction|CS|1|
00189906|PotentialScheduledProtocolCodeSequence|Potential​Scheduled​Protocol​Code​Sequence|SQ|1|
00189907|PotentialRequestedProcedureCodeSequence|Potential​Requested​Procedure​Code​Sequence|SQ|1|
00189908|PotentialReasonsForProcedure|Potential​Reasons​For​Procedure|UC|1-n|
00189909|PotentialReasonsForProcedureCodeSequence|Potential​Reasons​For​Procedure​Code​Sequence|SQ|1|
0018990A|PotentialDiagnosticTasks|Potential​Diagnostic​Tasks|UC|1-n|
0018990B|ContraindicationsCodeSequence|Contraindications​Code​Sequence|SQ|1|
0018990C|ReferencedDefinedProtocolSequence|Referenced​Defined​Protocol​Sequence|SQ|1|
0018990D|ReferencedPerformedProtocolSequence|Referenced​Performed​Protocol​Sequence|SQ|1|
0018990E|PredecessorProtocolSequence|Predecessor​Protocol​Sequence|SQ|1|
0018990F|ProtocolPlanningInformation|Protocol​Planning​Information|UT|1|
00189910|ProtocolDesignRationale|Protocol​Design​Rationale|UT|1|
00189911|PatientSpecificationSequence|Patient​Specification​Sequence|SQ|1|
00189912|ModelSpecificationSequence|Model​Specification​Sequence|SQ|1|
00189913|ParametersSpecificationSequence|Parameters​Specification​Sequence|SQ|1|
00189914|InstructionSequence|Instruction​Sequence|SQ|1|
00189915|InstructionIndex|Instruction​Index|US|1|
00189916|InstructionText|Instruction​Text|LO|1|
00189917|InstructionDescription|Instruction​Description|UT|1|
00189918|InstructionPerformedFlag|Instruction​Performed​Flag|CS|1|
00189919|InstructionPerformedDatetime|Instruction​Performed​Date​Time|DT|1|
0018991A|InstructionPerformanceComment|Instruction​Performance​Comment|UT|1|
0018991B|PatientPositioningInstructionSequence|Patient​Positioning​Instruction​Sequence|SQ|1|
0018991C|PositioningMethodCodeSequence|Positioning​Method​Code​Sequence|SQ|1|
0018991D|PositioningLandmarkSequence|Positioning​Landmark​Sequence|SQ|1|
0018991E|TargetFrameOfReferenceUid|Target​Frame​Of​Reference​UID|UI|1|
0018991F|AcquisitionProtocolElementSpecificationSequence|Acquisition​Protocol​Element​Specification​Sequence|SQ|1|
00189920|AcquisitionProtocolElementSequence|Acquisition​Protocol​Element​Sequence|SQ|1|
00189921|ProtocolElementNumber|Protocol​Element​Number|US|1|
00189922|ProtocolElementName|Protocol​Element​Name|LO|1|
00189923|ProtocolElementCharacteristicsSummary|Protocol​Element​Characteristics​Summary|UT|1|
00189924|ProtocolElementPurpose|Protocol​Element​Purpose|UT|1|
00189930|AcquisitionMotion|Acquisition​Motion|CS|1|
00189931|AcquisitionStartLocationSequence|Acquisition​Start​Location​Sequence|SQ|1|
00189932|AcquisitionEndLocationSequence|Acquisition​End​Location​Sequence|SQ|1|
00189933|ReconstructionProtocolElementSpecificationSequence|Reconstruction​Protocol​Element​Specification​Sequence|SQ|1|
00189934|ReconstructionProtocolElementSequence|Reconstruction​Protocol​Element​Sequence|SQ|1|
00189935|StorageProtocolElementSpecificationSequence|Storage​Protocol​Element​Specification​Sequence|SQ|1|
00189936|StorageProtocolElementSequence|Storage​Protocol​Element​Sequence|SQ|1|
00189937|RequestedSeriesDescription|Requested​Series​Description|LO|1|
00189938|SourceAcquisitionProtocolElementNumber|Source​Acquisition​Protocol​Element​Number|US|1-n|
00189939|SourceAcquisitionBeamNumber|Source​Acquisition​Beam​Number|US|1-n|
0018993A|SourceReconstructionProtocolElementNumber|Source​Reconstruction​Protocol​Element​Number|US|1-n|
0018993B|ReconstructionStartLocationSequence|Reconstruction​Start​Location​Sequence|SQ|1|
0018993C|ReconstructionEndLocationSequence|Reconstruction​End​Location​Sequence|SQ|1|
0018993D|ReconstructionAlgorithmSequence|Reconstruction​Algorithm​Sequence|SQ|1|
0018993E|ReconstructionTargetCenterLocationSequence|Reconstruction​Target​Center​Location​Sequence|SQ|1|
00189941|ImageFilterDescription|Image​Filter​Description|UT|1|
00189942|CtdivolNotificationTrigger|CTDIvol​Notification​Trigger|FD|1|
00189943|DlpNotificationTrigger|DLP​Notification​Trigger|FD|1|
00189944|AutoKvpSelectionType|Auto​KVP​Selection​Type|CS|1|
00189945|AutoKvpUpperBound|Auto​KVP​Upper​Bound|FD|1|
00189946|AutoKvpLowerBound|Auto​KVP​Lower​Bound|FD|1|
00189947|ProtocolDefinedPatientPosition|Protocol​Defined​Patient​Position|CS|1|
0018A001|ContributingEquipmentSequence|Contributing​Equipment​Sequence|SQ|1|
0018A002|ContributionDatetime|Contribution​Date​Time|DT|1|
0018A003|ContributionDescription|Contribution​Description|ST|1|
0020000D|StudyInstanceUid|Study​Instance​UID|UI|1|
0020000E|SeriesInstanceUid|Series​Instance​UID|UI|1|
00200010|StudyId|Study​ID|SH|1|
00200011|SeriesNumber|Series​Number|IS|1|
00200012|AcquisitionNumber|Acquisition​Number|IS|1|
00200013|InstanceNumber|Instance​Number|IS|1|
00200014|IsotopeNumber|Isotope​Number|IS|1|RET (1993)
00200015|PhaseNumber|Phase​Number|IS|1|RET (1993)
00200016|IntervalNumber|Interval​Number|IS|1|RET (1993)
00200017|TimeSlotNumber|Time​Slot​Number|IS|1|RET (1993)
00200018|AngleNumber|Angle​Number|IS|1|RET (1993)
00200019|ItemNumber|Item​Number|IS|1|
00200020|PatientOrientation|Patient​Orientation|CS|2|
00200022|OverlayNumber|Overlay​Number|IS|1|RET (2004)
00200024|CurveNumber|Curve​Number|IS|1|RET (2004)
00200026|LutNumber|LUT​Number|IS|1|RET (2004)
00200027|PyramidLabel|PyramidLabel|LO|1|
00200030|ImagePosition|Image​Position|DS|3|RET
00200032|ImagePosition(Patient)|Image​Position​Patient|DS|3|
00200035|ImageOrientation|Image​Orientation|DS|6|RET
00200037|ImageOrientation(Patient)|Image​Orientation​Patient|DS|6|
00200050|Location|Location|DS|1|RET
00200052|FrameOfReferenceUid|Frame​Of​Reference​UID|UI|1|
00200060|Laterality|Laterality|CS|1|
00200062|ImageLaterality|Image​Laterality|CS|1|
00200070|ImageGeometryType|Image​Geometry​Type|LO|1|RET
00200080|MaskingImage|Masking​Image|CS|1-n|RET
002000AA|ReportNumber|Report​Number|IS|1|RET (2009)
00200100|TemporalPositionIdentifier|Temporal​Position​Identifier|IS|1|
00200105|NumberOfTemporalPositions|Number​Of​Temporal​Positions|IS|1|
00200110|TemporalResolution|Temporal​Resolution|DS|1|
00200200|SynchronizationFrameOfReferenceUid|Synchronization​Frame​Of​Reference​UID|UI|1|
00200242|SopInstanceUidOfConcatenationSource|SOP​Instance​UID​Of​Concatenation​Source|UI|1|
00201000|SeriesInStudy|Series​In​Study|IS|1|RET (2004)
00201001|AcquisitionsInSeries|Acquisitions​In​Series|IS|1|RET
00201002|ImagesInAcquisition|Images​In​Acquisition|IS|1|
00201003|ImagesInSeries|Images​In​Series|IS|1|RET (2006)
00201004|AcquisitionsInStudy|Acquisitions​In​Study|IS|1|RET (2004)
00201005|ImagesInStudy|Images​In​Study|IS|1|RET (2006)
00201020|Reference|Reference|LO|1-n|RET
0020103F|TargetPositionReferenceIndicator|Target​Position​Reference​Indicator|LO|1|
00201040|PositionReferenceIndicator|Position​Reference​Indicator|LO|1|
00201041|SliceLocation|Slice​Location|DS|1|
00201070|OtherStudyNumbers|Other​Study​Numbers|IS|1-n|RET (2004)
00201200|NumberOfPatientRelatedStudies|Number​Of​Patient​Related​Studies|IS|1|
00201202|NumberOfPatientRelatedSeries|Number​Of​Patient​Related​Series|IS|1|
00201204|NumberOfPatientRelatedInstances|Number​Of​Patient​Related​Instances|IS|1|
00201206|NumberOfStudyRelatedSeries|Number​Of​Study​Related​Series|IS|1|
00201208|NumberOfStudyRelatedInstances|Number​Of​Study​Related​Instances|IS|1|
00201209|NumberOfSeriesRelatedInstances|Number​Of​Series​Related​Instances|IS|1|
002031xx|SourceImageIds|Source​Image​IDs|CS|1-n|RET
00203401|ModifyingDeviceId|Modifying​Device​ID|CS|1|RET
00203402|ModifiedImageId|Modified​Image​ID|CS|1|RET
00203403|ModifiedImageDate|Modified​Image​Date|DA|1|RET
00203404|ModifyingDeviceManufacturer|Modifying​Device​Manufacturer|LO|1|RET
00203405|ModifiedImageTime|Modified​Image​Time|TM|1|RET
00203406|ModifiedImageDescription|Modified​Image​Description|LO|1|RET
00204000|ImageComments|Image​Comments|LT|1|
00205000|OriginalImageIdentification|Original​Image​Identification|AT|1-n|RET
00205002|OriginalImageIdentificationNomenclature|Original​Image​Identification​Nomenclature|LO|1-n|RET
00209056|StackId|Stack​ID|SH|1|
00209057|In-StackPositionNumber|In​Stack​Position​Number|UL|1|
00209071|FrameAnatomySequence|Frame​Anatomy​Sequence|SQ|1|
00209072|FrameLaterality|Frame​Laterality|CS|1|
00209111|FrameContentSequence|Frame​Content​Sequence|SQ|1|
00209113|PlanePositionSequence|Plane​Position​Sequence|SQ|1|
00209116|PlaneOrientationSequence|Plane​Orientation​Sequence|SQ|1|
00209128|TemporalPositionIndex|Temporal​Position​Index|UL|1|
00209153|NominalCardiacTriggerDelayTime|Nominal​Cardiac​Trigger​Delay​Time|FD|1|
00209154|NominalCardiacTriggerTimePriorToR-Peak|Nominal​Cardiac​Trigger​Time​Prior​To​R​Peak|FL|1|
00209155|ActualCardiacTriggerTimePriorToR-Peak|Actual​Cardiac​Trigger​Time​Prior​To​R​Peak|FL|1|
00209156|FrameAcquisitionNumber|Frame​Acquisition​Number|US|1|
00209157|DimensionIndexValues|Dimension​Index​Values|UL|1-n|
00209158|FrameComments|Frame​Comments|LT|1|
00209161|ConcatenationUid|Concatenation​UID|UI|1|
00209162|In-ConcatenationNumber|In​Concatenation​Number|US|1|
00209163|In-ConcatenationTotalNumber|In​Concatenation​Total​Number|US|1|
00209164|DimensionOrganizationUid|Dimension​Organization​UID|UI|1|
00209165|DimensionIndexPointer|Dimension​Index​Pointer|AT|1|
00209167|FunctionalGroupPointer|Functional​Group​Pointer|AT|1|
00209170|UnassignedSharedConvertedAttributesSequence|Unassigned​Shared​Converted​Attributes​Sequence|SQ|1|
00209171|UnassignedPer-FrameConvertedAttributesSequence|Unassigned​Per​Frame​Converted​Attributes​Sequence|SQ|1|
00209172|ConversionSourceAttributesSequence|Conversion​Source​Attributes​Sequence|SQ|1|
00209213|DimensionIndexPrivateCreator|Dimension​Index​Private​Creator|LO|1|
00209221|DimensionOrganizationSequence|Dimension​Organization​Sequence|SQ|1|
00209222|DimensionIndexSequence|Dimension​Index​Sequence|SQ|1|
00209228|ConcatenationFrameOffsetNumber|Concatenation​Frame​Offset​Number|UL|1|
00209238|FunctionalGroupPrivateCreator|Functional​Group​Private​Creator|LO|1|
00209241|NominalPercentageOfCardiacPhase|Nominal​Percentage​Of​Cardiac​Phase|FL|1|
00209245|NominalPercentageOfRespiratoryPhase|Nominal​Percentage​Of​Respiratory​Phase|FL|1|
00209246|StartingRespiratoryAmplitude|Starting​Respiratory​Amplitude|FL|1|
00209247|StartingRespiratoryPhase|Starting​Respiratory​Phase|CS|1|
00209248|EndingRespiratoryAmplitude|Ending​Respiratory​Amplitude|FL|1|
00209249|EndingRespiratoryPhase|Ending​Respiratory​Phase|CS|1|
00209250|RespiratoryTriggerType|Respiratory​Trigger​Type|CS|1|
00209251|R-RIntervalTimeNominal|RR​Interval​Time​Nominal|FD|1|
00209252|ActualCardiacTriggerDelayTime|Actual​Cardiac​Trigger​Delay​Time|FD|1|
00209253|RespiratorySynchronizationSequence|Respiratory​Synchronization​Sequence|SQ|1|
00209254|RespiratoryIntervalTime|Respiratory​Interval​Time|FD|1|
00209255|NominalRespiratoryTriggerDelayTime|Nominal​Respiratory​Trigger​Delay​Time|FD|1|
00209256|RespiratoryTriggerDelayThreshold|Respiratory​Trigger​Delay​Threshold|FD|1|
00209257|ActualRespiratoryTriggerDelayTime|Actual​Respiratory​Trigger​Delay​Time|FD|1|
00209301|ImagePosition(Volume)|Image​Position​Volume|FD|3|
00209302|ImageOrientation(Volume)|Image​Orientation​Volume|FD|6|
00209307|UltrasoundAcquisitionGeometry|Ultrasound​Acquisition​Geometry|CS|1|
00209308|ApexPosition|Apex​Position|FD|3|
00209309|VolumeToTransducerMappingMatrix|Volume​To​Transducer​Mapping​Matrix|FD|16|
0020930A|VolumeToTableMappingMatrix|Volume​To​Table​Mapping​Matrix|FD|16|
0020930B|VolumeToTransducerRelationship|Volume​To​Transducer​Relationship|CS|1|
0020930C|PatientFrameOfReferenceSource|Patient​Frame​Of​Reference​Source|CS|1|
0020930D|TemporalPositionTimeOffset|Temporal​Position​Time​Offset|FD|1|
0020930E|PlanePosition(Volume)Sequence|Plane​Position​Volume​Sequence|SQ|1|
0020930F|PlaneOrientation(Volume)Sequence|Plane​Orientation​Volume​Sequence|SQ|1|
00209310|TemporalPositionSequence|Temporal​Position​Sequence|SQ|1|
00209311|DimensionOrganizationType|Dimension​Organization​Type|CS|1|
00209312|VolumeFrameOfReferenceUid|Volume​Frame​Of​Reference​UID|UI|1|
00209313|TableFrameOfReferenceUid|Table​Frame​Of​Reference​UID|UI|1|
00209421|DimensionDescriptionLabel|Dimension​Description​Label|LO|1|
00209450|PatientOrientationInFrameSequence|Patient​Orientation​In​Frame​Sequence|SQ|1|
00209453|FrameLabel|Frame​Label|LO|1|
00209518|AcquisitionIndex|Acquisition​Index|US|1-n|
00209529|ContributingSopInstancesReferenceSequence|Contributing​SOP​Instances​Reference​Sequence|SQ|1|
00209536|ReconstructionIndex|Reconstruction​Index|US|1|
00220001|LightPathFilterPass-ThroughWavelength|Light​Path​Filter​Pass​Through​Wavelength|US|1|
00220002|LightPathFilterPassBand|Light​Path​Filter​Pass​Band|US|2|
00220003|ImagePathFilterPass-ThroughWavelength|Image​Path​Filter​Pass​Through​Wavelength|US|1|
00220004|ImagePathFilterPassBand|Image​Path​Filter​Pass​Band|US|2|
00220005|PatientEyeMovementCommanded|Patient​Eye​Movement​Commanded|CS|1|
00220006|PatientEyeMovementCommandCodeSequence|Patient​Eye​Movement​Command​Code​Sequence|SQ|1|
00220007|SphericalLensPower|Spherical​Lens​Power|FL|1|
00220008|CylinderLensPower|Cylinder​Lens​Power|FL|1|
00220009|CylinderAxis|Cylinder​Axis|FL|1|
0022000A|EmmetropicMagnification|Emmetropic​Magnification|FL|1|
0022000B|IntraOcularPressure|Intra​Ocular​Pressure|FL|1|
0022000C|HorizontalFieldOfView|Horizontal​Field​Of​View|FL|1|
0022000D|PupilDilated|Pupil​Dilated|CS|1|
0022000E|DegreeOfDilation|Degree​Of​Dilation|FL|1|
00220010|StereoBaselineAngle|Stereo​Baseline​Angle|FL|1|
00220011|StereoBaselineDisplacement|Stereo​Baseline​Displacement|FL|1|
00220012|StereoHorizontalPixelOffset|Stereo​Horizontal​Pixel​Offset|FL|1|
00220013|StereoVerticalPixelOffset|Stereo​Vertical​Pixel​Offset|FL|1|
00220014|StereoRotation|Stereo​Rotation|FL|1|
00220015|AcquisitionDeviceTypeCodeSequence|Acquisition​Device​Type​Code​Sequence|SQ|1|
00220016|IlluminationTypeCodeSequence|Illumination​Type​Code​Sequence|SQ|1|
00220017|LightPathFilterTypeStackCodeSequence|Light​Path​Filter​Type​Stack​Code​Sequence|SQ|1|
00220018|ImagePathFilterTypeStackCodeSequence|Image​Path​Filter​Type​Stack​Code​Sequence|SQ|1|
00220019|LensesCodeSequence|Lenses​Code​Sequence|SQ|1|
0022001A|ChannelDescriptionCodeSequence|Channel​Description​Code​Sequence|SQ|1|
0022001B|RefractiveStateSequence|Refractive​State​Sequence|SQ|1|
0022001C|MydriaticAgentCodeSequence|Mydriatic​Agent​Code​Sequence|SQ|1|
0022001D|RelativeImagePositionCodeSequence|Relative​Image​Position​Code​Sequence|SQ|1|
0022001E|CameraAngleOfView|Camera​Angle​Of​View|FL|1|
00220020|StereoPairsSequence|Stereo​Pairs​Sequence|SQ|1|
00220021|LeftImageSequence|Left​Image​Sequence|SQ|1|
00220022|RightImageSequence|Right​Image​Sequence|SQ|1|
00220028|StereoPairsPresent|Stereo​Pairs​Present|CS|1|
00220030|AxialLengthOfTheEye|Axial​Length​Of​The​Eye|FL|1|
00220031|OphthalmicFrameLocationSequence|Ophthalmic​Frame​Location​Sequence|SQ|1|
00220032|ReferenceCoordinates|Reference​Coordinates|FL|2-2n|
00220035|DepthSpatialResolution|Depth​Spatial​Resolution|FL|1|
00220036|MaximumDepthDistortion|Maximum​Depth​Distortion|FL|1|
00220037|Along-ScanSpatialResolution|Along​Scan​Spatial​Resolution|FL|1|
00220038|MaximumAlong-ScanDistortion|Maximum​Along​Scan​Distortion|FL|1|
00220039|OphthalmicImageOrientation|Ophthalmic​Image​Orientation|CS|1|
00220041|DepthOfTransverseImage|Depth​Of​Transverse​Image|FL|1|
00220042|MydriaticAgentConcentrationUnitsSequence|Mydriatic​Agent​Concentration​Units​Sequence|SQ|1|
00220048|Across-ScanSpatialResolution|Across​Scan​Spatial​Resolution|FL|1|
00220049|MaximumAcross-ScanDistortion|Maximum​Across​Scan​Distortion|FL|1|
0022004E|MydriaticAgentConcentration|Mydriatic​Agent​Concentration|DS|1|
00220055|IlluminationWaveLength|Illumination​Wave​Length|FL|1|
00220056|IlluminationPower|Illumination​Power|FL|1|
00220057|IlluminationBandwidth|Illumination​Bandwidth|FL|1|
00220058|MydriaticAgentSequence|Mydriatic​Agent​Sequence|SQ|1|
00221007|OphthalmicAxialMeasurementsRightEyeSequence|Ophthalmic​Axial​Measurements​Right​Eye​Sequence|SQ|1|
00221008|OphthalmicAxialMeasurementsLeftEyeSequence|Ophthalmic​Axial​Measurements​Left​Eye​Sequence|SQ|1|
00221009|OphthalmicAxialMeasurementsDeviceType|Ophthalmic​Axial​Measurements​Device​Type|CS|1|
00221010|OphthalmicAxialLengthMeasurementsType|Ophthalmic​Axial​Length​Measurements​Type|CS|1|
00221012|OphthalmicAxialLengthSequence|Ophthalmic​Axial​Length​Sequence|SQ|1|
00221019|OphthalmicAxialLength|Ophthalmic​Axial​Length|FL|1|
00221024|LensStatusCodeSequence|Lens​Status​Code​Sequence|SQ|1|
00221025|VitreousStatusCodeSequence|Vitreous​Status​Code​Sequence|SQ|1|
00221028|IolFormulaCodeSequence|IOL​Formula​Code​Sequence|SQ|1|
00221029|IolFormulaDetail|IOL​Formula​Detail|LO|1|
00221033|KeratometerIndex|Keratometer​Index|FL|1|
00221035|SourceOfOphthalmicAxialLengthCodeSequence|Source​Of​Ophthalmic​Axial​Length​Code​Sequence|SQ|1|
00221036|SourceOfCornealSizeDataCodeSequence|Source​Of​Corneal​Size​Data​Code​Sequence|SQ|1|
00221037|TargetRefraction|Target​Refraction|FL|1|
00221039|RefractiveProcedureOccurred|Refractive​Procedure​Occurred|CS|1|
00221040|RefractiveSurgeryTypeCodeSequence|Refractive​Surgery​Type​Code​Sequence|SQ|1|
00221044|OphthalmicUltrasoundMethodCodeSequence|Ophthalmic​Ultrasound​Method​Code​Sequence|SQ|1|
00221045|SurgicallyInducedAstigmatismSequence|Surgically​Induced​Astigmatism​Sequence|SQ|1|
00221046|TypeOfOpticalCorrection|Type​Of​Optical​Correction|CS|1|
00221047|ToricIolPowerSequence|Toric​IOL​Power​Sequence|SQ|1|
00221048|PredictedToricErrorSequence|PredictedT​oric​Error​Sequence|SQ|1|
00221049|Pre-SelectedForImplantation|Pre​Selected​For​Implantation|CS|1|
0022104A|ToricIolPowerForExactEmmetropiaSequence|Toric​IOL​Power​For​Exact​Emmetropia​Sequence|SQ|1|
0022104B|ToricIolPowerForExactTargetRefractionSequence|Toric​IOL​Power​For​Exact​Target​Refraction​Sequence|SQ|1|
00221050|OphthalmicAxialLengthMeasurementsSequence|Ophthalmic​Axial​Length​Measurements​Sequence|SQ|1|
00221053|IolPower|IOL​Power|FL|1|
00221054|PredictedRefractiveError|Predicted​Refractive​Error|FL|1|
00221059|OphthalmicAxialLengthVelocity|Ophthalmic​Axial​Length​Velocity|FL|1|
00221065|LensStatusDescription|Lens​Status​Description|LO|1|
00221066|VitreousStatusDescription|Vitreous​Status​Description|LO|1|
00221090|IolPowerSequence|IOL​Power​Sequence|SQ|1|
00221092|LensConstantSequence|Lens​Constant​Sequence|SQ|1|
00221093|IolManufacturer|IOL​Manufacturer|LO|1|
00221094|LensConstantDescription|Lens​Constant​Description|LO|1|RET (2011)
00221095|ImplantName|Implant​Name|LO|1|
00221096|KeratometryMeasurementTypeCodeSequence|Keratometry​Measurement​Type​Code​Sequence|SQ|1|
00221097|ImplantPartNumber|Implant​Part​Number|LO|1|
00221100|ReferencedOphthalmicAxialMeasurementsSequence|Referenced​Ophthalmic​Axial​Measurements​Sequence|SQ|1|
00221101|OphthalmicAxialLengthMeasurementsSegmentNameCodeSequence|Ophthalmic​Axial​Length​Measurements​Segment​Name​Code​Sequence|SQ|1|
00221103|RefractiveErrorBeforeRefractiveSurgeryCodeSequence|Refractive​Error​Before​Refractive​Surgery​Code​Sequence|SQ|1|
00221121|IolPowerForExactEmmetropia|IOL​Power​For​Exact​Emmetropia|FL|1|
00221122|IolPowerForExactTargetRefraction|IOL​Power​For​Exact​Target​Refraction|FL|1|
00221125|AnteriorChamberDepthDefinitionCodeSequence|Anterior​Chamber​Depth​Definition​Code​Sequence|SQ|1|
00221127|LensThicknessSequence|Lens​Thickness​Sequence|SQ|1|
00221128|AnteriorChamberDepthSequence|Anterior​Chamber​Depth​Sequence|SQ|1|
0022112A|CalculationCommentSequence|Calculation​Comment​Sequence|SQ|1|
0022112B|CalculationCommentType|Calculation​Comment​Type|CS|1|
0022112C|CalculationComment|Calculation​Comment|LT|1|
00221130|LensThickness|Lens​Thickness|FL|1|
00221131|AnteriorChamberDepth|Anterior​Chamber​Depth|FL|1|
